branch, request_datetime, request_index, request_user_id, rice, soup, salad, main_dish, total_price
三鷹支店, 2023-05-02 03:44:03, 5, M2455814217437686, 白米 小, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-02 08:53:39, 2, M6465895127921518, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-02 09:43:11, 4, M4400860964332310, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-02 11:01:58, 1, M7437876502906606, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-02 12:37:54, 3, M7370167089130370, 白米 小, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-02 16:36:56, 6, M1642087007258808, 白米 小, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-03 00:54:55, 2, M5268818685297836, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
三鷹支店, 2023-05-03 04:38:24, 1, M0851225857326843, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
三鷹支店, 2023-05-03 17:24:23, 3, M9717017308442137, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-04 03:51:06, 7, M9366523864385044, 白米 中, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1100.00
三鷹支店, 2023-05-04 05:36:36, 4, M5958992545564083, 白米 中, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1100.00
三鷹支店, 2023-05-04 12:23:59, 5, M3674708608484289, 白米 大, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-04 17:39:23, 1, M6737226886016355, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-04 21:21:30, 2, M3254378465709968, 白米 中, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-05-04 21:41:54, 3, M6528764768399159, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-04 23:00:35, 6, M6228272594003321, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-05 06:51:05, 1, M4777048940070841, 白米 中, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1100.00
三鷹支店, 2023-05-05 18:18:16, 3, M3735522060612831, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
三鷹支店, 2023-05-05 20:49:24, 2, M9717017308442137, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-05 22:03:19, 4, M9989143822773005, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-06 08:06:38, 2, M5939968742150262, 白米 中, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1400.00
三鷹支店, 2023-05-06 11:03:22, 1, M4400860964332310, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-07 05:43:20, 3, M9504559070091234, 白米 小, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-07 06:36:45, 5, M5268818685297836, 白米 中, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1200.00
三鷹支店, 2023-05-07 09:10:34, 4, M9381581091106318, 白米 中, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1200.00
三鷹支店, 2023-05-07 16:44:11, 1, M6971647925012343, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-07 23:57:24, 2, M4439008801559783, 白米 大, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-08 02:08:01, 5, M5939968742150262, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
三鷹支店, 2023-05-08 02:15:30, 2, M1981917978916037, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
三鷹支店, 2023-05-08 05:43:41, 1, M4316471149704861, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-08 17:54:37, 3, M6826841501887810, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
三鷹支店, 2023-05-08 18:31:52, 4, M2998083860683956, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-08 20:07:51, 6, M3522554363118339, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-09 02:39:19, 5, S0000000000000001, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-09 14:12:35, 3, M1369199066252452, 白米 小, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-09 18:28:06, 6, M9930629525646188, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-05-09 20:08:15, 2, M0826029812379894, 白米 小, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-09 21:53:43, 1, M9366523864385044, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-09 22:21:10, 4, M4278949801966343, 白米 大, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-10 01:25:39, 4, M8450998406609841, 白米 中, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
三鷹支店, 2023-05-10 03:17:35, 6, M4777048940070841, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-10 10:01:09, 1, M2756585947940783, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-10 16:23:04, 2, M5268818685297836, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-10 23:09:24, 5, M8450998406609841, 白米 小, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-10 23:31:46, 3, M9504559070091234, 白米 大, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-11 05:44:03, 2, M1829498371518666, 白米 大, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-05-11 08:03:13, 3, M5782613179531962, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
三鷹支店, 2023-05-11 10:07:04, 4, M5958992545564083, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-11 14:53:02, 1, M1742213958426250, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
三鷹支店, 2023-05-12 01:14:09, 3, M1369199066252452, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
三鷹支店, 2023-05-12 10:04:24, 7, M4439008801559783, 白米 大, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-12 11:32:16, 6, M5817770820243514, 白米 小, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-12 14:30:41, 2, M5958992545564083, 白米 中, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
三鷹支店, 2023-05-12 18:20:11, 5, M3674708608484289, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
三鷹支店, 2023-05-12 18:35:40, 1, S0000000000000001, 白米 小, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-12 19:28:21, 4, M6638017527164450, 白米 中, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-05-13 00:07:02, 3, S0000000000000001, 白米 中, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-05-13 01:56:15, 2, M2662121413642089, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-13 07:12:18, 4, M5524847802574081, 白米 大, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-05-13 12:23:32, 5, M1829498371518666, 白米 中, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-05-13 14:10:27, 1, M1837026021070863, 白米 小, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-14 01:55:03, 1, M3493785522067783, 白米 中, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1200.00
三鷹支店, 2023-05-14 02:45:58, 4, M5342435620242023, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-05-14 08:07:57, 2, M6971647925012343, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1050.00
三鷹支店, 2023-05-14 15:00:33, 3, M5628732464656951, 白米 小, 豚汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-05-14 16:18:12, 6, M2322090966717194, 白米 中, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1200.00
三鷹支店, 2023-05-14 19:13:48, 5, M9515482485288613, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1100.00
三鷹支店, 2023-05-15 02:34:14, 3, M9381581091106318, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-05-15 04:52:47, 4, M9381581091106318, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-15 08:00:24, 2, M6914664961212078, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-15 08:26:53, 1, M6914664961212078, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
三鷹支店, 2023-05-16 00:58:43, 3, M6528764768399159, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-05-16 03:10:40, 2, M6638017527164450, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-05-16 04:11:59, 4, M5342435620242023, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-16 08:33:46, 5, M9366523864385044, 白米 大, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-16 11:47:20, 1, M3037251062431668, 白米 中, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1200.00
三鷹支店, 2023-05-16 13:49:14, 6, M0075290594937843, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
三鷹支店, 2023-05-17 05:51:10, 1, M1981917978916037, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1100.00
三鷹支店, 2023-05-17 06:18:54, 2, M3254378465709968, 白米 小, 豚汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-05-17 16:06:03, 3, M1625021197653150, 白米 中, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-18 01:50:41, 8, M2258555050055487, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-18 01:51:05, 7, M0714965327808581, 白米 大, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-18 10:39:02, 6, M6691192990110146, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-18 11:25:29, 4, M3254378465709968, 白米 大, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-18 12:00:47, 1, M2258555050055487, 白米 中, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1200.00
三鷹支店, 2023-05-18 17:45:13, 3, M0714965327808581, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-18 17:47:10, 2, S0000000000000001, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-18 19:57:58, 5, M7445163706159458, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-19 03:07:53, 2, M6528764768399159, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-05-19 12:12:27, 1, M5817770820243514, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-20 03:47:53, 1, M1981917978916037, 白米 大, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-05-20 08:14:07, 3, M2998083860683956, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
三鷹支店, 2023-05-20 09:27:26, 2, M6439860497461111, 白米 小, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-21 01:19:08, 1, M4777048940070841, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
三鷹支店, 2023-05-21 02:21:06, 5, M2120667089081451, 白米 中, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-05-21 03:16:09, 2, M7445163706159458, 白米 小, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-05-21 09:14:19, 7, M0826029812379894, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-21 12:38:16, 4, M2662121413642089, 白米 大, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-05-21 18:27:01, 6, M5939968742150262, 白米 小, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-05-21 19:35:09, 3, M3493785522067783, 白米 中, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1100.00
三鷹支店, 2023-05-22 00:45:12, 2, M5342435620242023, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-22 03:10:45, 4, M1692674481452789, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-22 03:59:21, 3, M2785702558166011, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-22 10:53:05, 7, M3493785522067783, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-22 16:07:04, 5, M6946100159144972, 白米 中, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1200.00
三鷹支店, 2023-05-22 17:06:55, 6, M1829498371518666, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-05-22 17:22:03, 1, M6363338569666435, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
三鷹支店, 2023-05-23 00:08:23, 3, M3674708608484289, 白米 中, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1100.00
三鷹支店, 2023-05-23 08:01:04, 6, M1411197063930241, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
三鷹支店, 2023-05-23 09:20:21, 2, M2785702558166011, 白米 大, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1450.00
三鷹支店, 2023-05-23 13:15:44, 1, M0851225857326843, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-23 18:31:31, 4, M7164647937961898, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-05-23 21:37:16, 5, M2756585947940783, 白米 大, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-05-24 00:02:59, 6, M5383376028853014, 白米 大, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-05-24 09:50:21, 2, M9504559070091234, 白米 中, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-24 14:38:30, 4, M5432647983047799, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
三鷹支店, 2023-05-24 15:11:48, 3, M6991501146827906, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-24 15:53:26, 5, M0714965327808581, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
三鷹支店, 2023-05-24 21:40:38, 1, M9366523864385044, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
三鷹支店, 2023-05-25 05:32:37, 1, M3100316506692276, 白米 中, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1200.00
三鷹支店, 2023-05-25 10:45:24, 2, M4156018433615288, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1200.00
三鷹支店, 2023-05-26 01:14:50, 3, M5167605488367166, 白米 中, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-05-26 10:46:11, 1, M2258555050055487, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-05-26 16:14:16, 4, M5342435620242023, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-05-26 20:01:45, 2, M1729158841742835, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-05-27 15:05:41, 3, M7370167089130370, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-05-27 16:02:34, 2, M1331843257022261, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
三鷹支店, 2023-05-27 18:01:48, 1, M3674708608484289, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-06-01 00:19:34, 3, M4777048940070841, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-06-01 01:24:19, 4, M0514976918844333, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-01 03:39:12, 1, M2322090966717194, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-06-01 05:56:10, 7, M5817770820243514, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
三鷹支店, 2023-06-01 12:43:58, 2, M1331843257022261, 白米 小, 豚汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-06-01 19:28:26, 5, M5980822666877486, 白米 中, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1400.00
三鷹支店, 2023-06-01 20:08:25, 6, M8144139671491198, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-02 00:22:00, 3, M5628732464656951, 白米 大, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-06-02 07:02:39, 6, M6691192990110146, 白米 大, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-06-02 10:48:03, 7, S0000000000000003, 白米 中, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1100.00
三鷹支店, 2023-06-02 11:06:28, 2, M1642087007258808, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-06-02 11:20:21, 5, M5432647983047799, 白米 大, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
三鷹支店, 2023-06-02 18:46:11, 1, M4400860964332310, 白米 大, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-06-02 20:11:54, 4, M6465895127921518, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
三鷹支店, 2023-06-03 00:37:09, 2, M5628732464656951, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-06-03 04:02:41, 3, M4777048940070841, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-03 18:52:12, 1, M0843459659404481, 白米 中, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1300.00
三鷹支店, 2023-06-04 01:36:24, 1, M1433940504496971, 白米 大, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-06-04 12:20:33, 3, M1433940504496971, 白米 小, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-04 14:58:25, 4, M6131631379421215, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-04 16:19:11, 5, M2322090966717194, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-04 22:15:48, 2, M7437876502906606, 白米 大, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-06-05 01:37:21, 3, M4400860964332310, 白米 小, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 950.00
三鷹支店, 2023-06-05 05:22:21, 1, M7430233742301789, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-06-05 18:01:02, 2, M7445163706159458, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-05 21:02:02, 5, S0000000000000003, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-06-05 21:51:16, 4, M8149505322780065, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
三鷹支店, 2023-06-06 08:06:07, 3, M2756585947940783, 白米 小, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1050.00
三鷹支店, 2023-06-06 12:47:52, 1, M5628732464656951, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-06 23:42:57, 2, M1625021197653150, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-06-07 17:26:23, 1, M6991501146827906, 白米 大, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1350.00
三鷹支店, 2023-06-07 23:23:04, 2, M9989143822773005, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1200.00
三鷹支店, 2023-06-08 03:06:50, 3, M7164647937961898, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-06-08 10:58:02, 2, M2756585947940783, 白米 中, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
三鷹支店, 2023-06-08 19:16:26, 1, M1829498371518666, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-08 20:57:20, 4, M1924759056945548, 白米 小, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-09 00:26:46, 2, M1692674481452789, 白米 小, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1250.00
三鷹支店, 2023-06-09 01:40:56, 3, M2662121413642089, 白米 中, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1300.00
三鷹支店, 2023-06-09 06:15:00, 1, M8144139671491198, 白米 小, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1150.00
三鷹支店, 2023-06-10 02:49:27, 1, M9366523864385044, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
三鷹支店, 2023-06-10 13:04:18, 6, M3674708608484289, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
三鷹支店, 2023-06-10 14:44:36, 3, M9717017308442137, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-10 17:26:06, 4, M3674708608484289, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
三鷹支店, 2023-06-10 21:32:05, 2, M1642087007258808, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-10 22:22:47, 5, M6914664961212078, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
三鷹支店, 2023-06-11 09:04:08, 1, M5524847802574081, 白米 中, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1200.00
三鷹支店, 2023-06-11 15:41:46, 3, M1981917978916037, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
三鷹支店, 2023-06-11 19:29:02, 4, M0843459659404481, 白米 大, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-06-11 19:33:22, 5, M6971647925012343, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-06-11 21:39:32, 2, M0043036203350933, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
三鷹支店, 2023-06-12 04:47:30, 7, M1433940504496971, 白米 大, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1350.00
三鷹支店, 2023-06-12 09:57:51, 5, M0851225857326843, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
三鷹支店, 2023-06-12 11:44:40, 2, M0714965327808581, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
三鷹支店, 2023-06-12 14:02:32, 3, M6228272594003321, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
三鷹支店, 2023-06-12 15:00:01, 6, M1411197063930241, 白米 大, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1250.00
三鷹支店, 2023-06-12 19:56:15, 1, M6228272594003321, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
三鷹支店, 2023-06-12 23:59:15, 4, M0714965327808581, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1050.00
三鷹支店, 2023-06-13 04:03:45, 3, M6991501146827906, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
三鷹支店, 2023-06-13 04:57:58, 6, M5524847802574081, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
